3.057638, -0.069394, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
3.978565, -0.038620, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
5.051558, -0.067103, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
6.382987, -0.129842, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
7.781530, -0.276124, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
8.958029, -0.193917, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
9.801163, -0.401650, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
9.830513, -1.279963, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
9.835583, -2.073302, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
9.667170, -2.808100, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
8.754832, -3.095941, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
7.257079, -3.188883, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
5.453047, -3.099044, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
3.564063, -3.033490, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
2.404686, -2.986447, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
0.899775, -2.865167, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
0.322774, -0.997184, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
1.025894, -0.223072, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
2.951269, -0.094395, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
