1.921965, -0.042773, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
3.946174, -0.052770, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
6.560013, -0.102843, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
9.329543, -0.151775, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
9.610158, 1.035554, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
9.654963, 2.081145, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
9.635286, 3.529952, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
9.617244, 4.543123, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
9.662722, 5.517725, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
9.489118, 6.752749, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
9.673680, 7.854646, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
9.538485, 8.618414, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
8.619525, 8.639361, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
7.440104, 8.537842, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
6.190922, 8.721976, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
3.615227, 8.631930, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
0.680620, 8.662768, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-0.253876, 8.698061, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-1.771566, 8.664411, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-3.141037, 8.607745, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-4.995752, 8.626557, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-7.006067, 8.650846, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-8.165142, 8.691876, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-10.003477, 8.697523, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-11.554154, 8.547337, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-13.604939, 8.496571, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-13.705375, 7.325078, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-13.691759, 5.907537, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-13.594404, 4.977660, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-13.703650, 3.486817, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-13.749429, 1.487303, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-13.597780, -0.016447, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-12.102993, -0.081892, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-10.654072, -0.167106, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-9.925390, -0.208354, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-8.868452, -0.230924, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-7.308697, -0.228331, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-5.618014, -0.102879, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-4.105844, -0.217387, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-2.088280, -0.182652, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-0.260778, -0.210977, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
